Name: Wafa Waheeda Syed
Name: Haya Al-Thani
ID: ww1402824

ID: 200662244

Linux Scheduler Simulator (1000 tasks)

Number of CPUs entered by user to simulate: 4 
the percentage of RT tasks to simulate: 50 
the percentage of NRT tasks to simulate: 50 
Time                     Task ID                  CPU Number                
120407                   964                      0                         
120476                   307                      3                         
120604                   737                      1                         
120614                   350                      2                         
120827                   360                      0                         
120896                   711                      3                         
121006                   201                      1                         
121040                   394                      2                         
121105                   875                      3                         
121205                   455                      3                         
121247                   648                      0                         
121305                   827                      3                         
121400                   255                      3                         
121466                   494                      1                         
121482                   960                      0                         
121495                   339                      3                         
121500                   718                      2                         
121582                   608                      0                         
121590                   363                      3                         
121677                   380                      0                         
121685                   387                      3                         
121772                   556                      0                         
121780                   607                      3                         
121867                   692                      0                         
121875                   691                      3                         
121906                   45                       1                         
121940                   474                      2                         
121962                   952                      0                         
121970                   851                      3                         
122052                   224                      0                         
122060                   651                      3                         
122142                   444                      0                         
122150                   787                      3                         
122150                   121                      1                         
122232                   740                      0                         
122235                   83                       3                         
122308                   954                      2                         
122320                   292                      3                         
122322                   876                      0                         
122360                   869                      1                         
122405                   375                      3                         
122412                   996                      0                         
122490                   927                      3                         
122497                   588                      0                         
122533                   983                      3                         
122582                   784                      0                         
122608                   19                       3                         
122662                   320                      0                         
122683                   235                      3                         
122728                   34                       2                         
122742                   652                      0                         
122758                   683                      3                         
122780                   945                      1                         
122817                   68                       0                         
122833                   767                      3                         
122892                   304                      0                         
122903                   155                      3                         
122962                   164                      0                         
122973                   260                      3                         
123032                   364                      0                         
123043                   343                      3                         
123102                   592                      0                         
123113                   819                      3                         
123148                   122                      2                         
123172                   700                      0                         
123178                   731                      3                         
123220                   997                      1                         
123242                   704                      0                         
123243                   863                      3                         
123256                   237                      1                         
123307                   220                      0                         
123308                   883                      3                         
123368                   271                      3                         
123372                   240                      0                         
123423                   855                      3                         
123437                   288                      0                         
123473                   31                       3                         
123502                   348                      0                         
123523                   39                       3                         
123567                   532                      0                         
123568                   577                      2                         
123573                   355                      3                         
123623                   559                      3                         
123632                   980                      0                         
123673                   635                      3                         
123676                   645                      1                         
123687                   988                      0                         
123723                   643                      3                         
123737                   316                      0                         
123773                   907                      3                         
123782                   76                       0                         
123799                   614                      2                         
123822                   144                      0                         
123823                   947                      3                         
123862                   504                      0                         
123873                   999                      3                         
123902                   972                      0                         
123918                   179                      3                         
123937                   276                      0                         
123963                   419                      3                         
123972                   452                      0                         
124007                   536                      0                         
124008                   779                      3                         
124042                   664                      0                         
124048                   47                       3                         
124077                   896                      0                         
124088                   251                      3                         
124096                   721                      1                         
124112                   932                      0                         
124123                   447                      3                         
124142                   280                      0                         
124158                   783                      3                         
124172                   976                      0                         
124193                   995                      3                         
124219                   862                      2                         
124223                   163                      3                         
124253                   315                      3                         
124283                   495                      3                         
124313                   571                      3                         
124319                   414                      2                         
124343                   663                      3                         
124408                   0                        0                         
124414                   379                      3                         
124419                   590                      2                         
124477                   435                      3                         
124514                   574                      2                         
124516                   941                      1                         
124572                   328                      0                         
124609                   966                      2                         
124614                   517                      1                         
124704                   990                      2                         
124709                   301                      1                         
124794                   58                       2                         
124804                   529                      1                         
124852                   931                      3                         
124884                   310                      2                         
124899                   609                      1                         
124931                   707                      3                         
124974                   462                      2                         
124994                   821                      1                         
125001                   181                      0                         
125064                   670                      2                         
125084                   468                      1                         
125124                   356                      0                         
125154                   970                      2                         
125174                   637                      1                         
125188                   885                      1                         
125239                   406                      2                         
125278                   973                      1                         
125324                   542                      2                         
125346                   904                      0                         
125368                   985                      1                         
125394                   839                      3                         
125404                   126                      2                         
125453                   385                      1                         
125484                   770                      2                         
125538                   541                      1                         
125564                   814                      2                         
125623                   585                      1                         
125639                   270                      2                         
125664                   984                      0                         
125698                   437                      1                         
125714                   598                      2                         
125773                   569                      1                         
125789                   654                      2                         
125848                   925                      1                         
125864                   938                      2                         
125902                   843                      3                         
125918                   53                       1                         
125934                   298                      2                         
125988                   513                      1                         
125994                   106                      2                         
125995                   143                      3                         
126054                   134                      2                         
126058                   825                      1                         
126061                   152                      0                         
126114                   182                      2                         
126123                   917                      1                         
126174                   274                      2                         
126183                   145                      1                         
126234                   382                      2                         
126243                   149                      1                         
126293                   516                      0                         
126294                   390                      2                         
126303                   169                      1                         
126354                   410                      2                         
126363                   273                      1                         
126409                   550                      2                         
126423                   281                      1                         
126464                   982                      2                         
126483                   369                      1                         
126497                   711                      3                         
126514                   942                      2                         
126543                   453                      1                         
126559                   738                      2                         
126598                   81                       1                         
126604                   918                      2                         
126649                   946                      2                         
126653                   293                      1                         
126689                   30                       2                         
126696                   60                       0                         
126708                   681                      1                         
126729                   154                      2                         
126763                   841                      1                         
126769                   186                      2                         
126798                   5                        1                         
126804                   325                      1                         
126809                   678                      2                         
126849                   950                      2                         
126887                   436                      0                         
126889                   994                      2                         
126924                   238                      2                         
126959                   434                      2                         
126994                   930                      2                         
126997                   455                      3                         
127024                   10                       2                         
127026                   827                      3                         
127039                   737                      1                         
127054                   150                      2                         
127084                   222                      2                         
127114                   334                      2                         
127134                   255                      3                         
127144                   830                      2                         
127250                   964                      0                         
127280                   282                      2                         
127402                   339                      3                         
127426                   494                      1                         
127431                   26                       2                         
127492                   45                       1                         
127613                   360                      0                         
127640                   997                      1                         
127642                   350                      2                         
127882                   363                      3                         
128062                   645                      1                         
128121                   718                      2                         
128133                   648                      0                         
128237                   721                      1                         
128326                   474                      2                         
128362                   387                      3                         
128376                   608                      0                         
128465                   380                      0                         
128609                   34                       2                         
128690                   556                      0                         
128757                   941                      1                         
128796                   607                      3                         
129004                   122                      2                         
129019                   692                      0                         
129237                   301                      1                         
129276                   691                      3                         
129409                   577                      2                         
129499                   952                      0                         
129717                   529                      1                         
129756                   851                      3                         
129917                   862                      2                         
129959                   224                      0                         
130113                   444                      0                         
130197                   609                      1                         
130216                   651                      3                         
130230                   787                      3                         
130400                   821                      1                         
130417                   414                      2                         
130573                   740                      0                         
130601                   590                      2                         
130670                   83                       3                         
130775                   468                      1                         
131018                   292                      3                         
131033                   876                      0                         
131066                   574                      2                         
131235                   637                      1                         
131458                   375                      3                         
131493                   996                      0                         
131533                   966                      2                         
131609                   927                      3                         
131695                   973                      1                         
131709                   19                       3                         
131809                   235                      3                         
131909                   683                      3                         
131933                   588                      0                         
132009                   767                      3                         
132013                   990                      2                         
132104                   155                      3                         
132155                   985                      1                         
132199                   260                      3                         
132294                   343                      3                         
132373                   784                      0                         
132389                   819                      3                         
132404                   385                      1                         
132422                   58                       2                         
132479                   731                      3                         
132536                   863                      3                         
132626                   883                      3                         
132711                   271                      3                         
132791                   855                      3                         
132793                   320                      0                         
132844                   541                      1                         
132866                   31                       3                         
132882                   310                      2                         
132941                   39                       3                         
132992                   462                      2                         
133016                   355                      3                         
133091                   559                      3                         
133166                   635                      3                         
133213                   652                      0                         
133241                   643                      3                         
133284                   585                      1                         
133313                   68                       0                         
133316                   907                      3                         
133384                   437                      1                         
133391                   947                      3                         
133413                   304                      0                         
133452                   670                      2                         
133466                   999                      3                         
133484                   569                      1                         
133508                   164                      0                         
133519                   179                      3                         
133580                   925                      1                         
133589                   419                      3                         
133603                   364                      0                         
133659                   779                      3                         
133675                   53                       1                         
133698                   592                      0                         
133724                   47                       3                         
133770                   513                      1                         
133789                   251                      3                         
133793                   700                      0                         
133849                   447                      3                         
133865                   825                      1                         
133888                   704                      0                         
133909                   783                      3                         
133912                   970                      2                         
133955                   917                      1                         
133969                   995                      3                         
133978                   220                      0                         
134024                   163                      3                         
134040                   145                      1                         
134068                   240                      0                         
134079                   315                      3                         
134125                   149                      1                         
134134                   495                      3                         
134158                   288                      0                         
134189                   571                      3                         
134210                   169                      1                         
134244                   663                      3                         
134248                   348                      0                         
134295                   273                      1                         
134338                   532                      0                         
134352                   406                      2                         
134380                   281                      1                         
134428                   980                      0                         
134465                   369                      1                         
134508                   988                      0                         
134550                   453                      1                         
134583                   316                      0                         
134630                   81                       1                         
134642                   455                      3                         
134653                   76                       0                         
134670                   293                      1                         
134718                   144                      0                         
134750                   681                      1                         
134783                   504                      0                         
134792                   542                      2                         
134801                   363                      3                         
134830                   841                      1                         
134848                   972                      0                         
134890                   5                        1                         
134904                   941                      1                         
134908                   276                      0                         
134968                   452                      0                         
134981                   301                      1                         
135025                   529                      1                         
135028                   536                      0                         
135031                   387                      3                         
135088                   664                      0                         
135136                   609                      1                         
135148                   896                      0                         
135208                   932                      0                         
135212                   126                      2                         
135230                   770                      2                         
135233                   814                      2                         
135263                   280                      0                         
135283                   637                      1                         
135318                   976                      0                         
135333                   270                      2                         
135354                   648                      0                         
135360                   691                      3                         
135410                   952                      0                         
135433                   598                      2                         
135533                   654                      2                         
135633                   938                      2                         
135690                   851                      3                         
135717                   973                      1                         
135728                   298                      2                         
135813                   106                      2                         
135872                   224                      0                         
135898                   134                      2                         
135983                   182                      2                         
136047                   651                      3                         
136068                   274                      2                         
136103                   985                      1                         
136116                   740                      0                         
136153                   382                      2                         
136229                   83                       3                         
136238                   390                      2                         
136254                   876                      0                         
136295                   541                      1                         
136323                   410                      2                         
136403                   550                      2                         
136412                   585                      1                         
136483                   982                      2                         
136554                   437                      1                         
136558                   942                      2                         
136628                   738                      2                         
136692                   996                      0                         
136698                   918                      2                         
136710                   375                      3                         
136763                   588                      0                         
136768                   946                      2                         
136833                   30                       2                         
136898                   154                      2                         
136949                   19                       3                         
136963                   186                      2                         
137028                   678                      2                         
137054                   569                      1                         
137093                   950                      2                         
137156                   784                      0                         
137158                   994                      2                         
137218                   238                      2                         
137278                   434                      2                         
137338                   930                      2                         
137393                   10                       2                         
137448                   150                      2                         
137449                   235                      3                         
137503                   222                      2                         
137534                   53                       1                         
137558                   334                      2                         
137612                   320                      0                         
137613                   830                      2                         
137776                   652                      0                         
137911                   414                      2                         
137949                   683                      3                         
138014                   513                      1                         
138241                   990                      2                         
138276                   68                       0                         
138360                   310                      2                         
138383                   304                      0                         
138449                   767                      3                         
138494                   825                      1                         
138821                   670                      2                         
138830                   155                      3                         
138863                   164                      0                         
138954                   917                      1                         
139008                   970                      2                         
139072                   260                      3                         
139151                   406                      2                         
139164                   343                      3                         
139328                   542                      2                         
139343                   364                      0                         
139347                   145                      1                         
139634                   126                      2                         
139644                   819                      3                         
139708                   731                      3                         
139787                   149                      1                         
139823                   592                      0                         
140130                   270                      2                         
140168                   883                      3                         
140197                   271                      3                         
140227                   169                      1                         
140303                   700                      0                         
140445                   704                      0                         
140450                   273                      1                         
140617                   855                      3                         
140628                   598                      2                         
140717                   31                       3                         
140817                   39                       3                         
140858                   654                      2                         
140865                   938                      2                         
140890                   281                      1                         
140901                   220                      0                         
140917                   355                      3                         
141017                   559                      3                         
141117                   635                      3                         
141217                   643                      3                         
141312                   298                      2                         
141317                   907                      3                         
141330                   369                      1                         
141361                   240                      0                         
141417                   947                      3                         
141517                   999                      3                         
141612                   419                      3                         
141643                   288                      0                         
141707                   779                      3                         
141752                   106                      2                         
141770                   453                      1                         
141797                   47                       3                         
141887                   251                      3                         
141955                   81                       1                         
141972                   447                      3                         
142057                   783                      3                         
142103                   348                      0                         
142142                   995                      3                         
142192                   182                      2                         
142222                   163                      3                         
142302                   315                      3                         
142375                   681                      1                         
142382                   495                      3                         
142462                   571                      3                         
142467                   274                      2                         
142542                   663                      3                         
142563                   532                      0                         
142639                   235                      3                         
142789                   683                      3                         
142795                   841                      1                         
142880                   5                        1                         
142907                   382                      2                         
143023                   980                      0                         
143076                   569                      1                         
143122                   767                      3                         
143247                   988                      0                         
143342                   390                      2                         
143347                   316                      0                         
143383                   53                       1                         
143419                   76                       0                         
143461                   513                      1                         
143509                   144                      0                         
143520                   819                      3                         
143599                   504                      0                         
143689                   972                      0                         
143748                   883                      3                         
143774                   276                      0                         
143782                   410                      2                         
143828                   825                      1                         
143859                   452                      0                         
143910                   917                      1                         
143944                   536                      0                         
143962                   664                      0                         
144047                   896                      0                         
144061                   149                      1                         
144132                   932                      0                         
144164                   855                      3                         
144202                   550                      2                         
144212                   280                      0                         
144292                   976                      0                         
144299                   169                      1                         
144484                   982                      2                         
144566                   68                       0                         
144584                   942                      2                         
144613                   281                      1                         
144664                   31                       3                         
144679                   738                      2                         
144720                   164                      0                         
144722                   369                      1                         
144755                   364                      0                         
144774                   918                      2                         
144822                   592                      0                         
144869                   946                      2                         
144959                   30                       2                         
144965                   39                       3                         
145041                   700                      0                         
145049                   154                      2                         
145086                   453                      1                         
145139                   186                      2                         
145174                   678                      2                         
145264                   950                      2                         
145354                   994                      2                         
145439                   238                      2                         
145462                   240                      0                         
145465                   355                      3                         
145524                   434                      2                         
145533                   681                      1                         
145550                   559                      3                         
145609                   930                      2                         
145689                   10                       2                         
145723                   841                      1                         
145756                   635                      3                         
145769                   150                      2                         
145849                   222                      2                         
145859                   348                      0                         
145911                   5                        1                         
145929                   334                      2                         
146009                   830                      2                         
146014                   532                      0                         
146256                   643                      3                         
146388                   980                      0                         
146479                   106                      2                         
146635                   907                      3                         
146644                   182                      2                         
146888                   316                      0                         
146921                   382                      2                         
147099                   947                      3                         
147236                   144                      0                         
147351                   410                      2                         
147377                   999                      3                         
147561                   504                      0                         
147589                   550                      2                         
147834                   419                      3                         
147919                   972                      0                         
148030                   942                      2                         
148115                   276                      0                         
148291                   779                      3                         
148510                   738                      2                         
148555                   452                      0                         
148576                   47                       3                         
148625                   251                      3                         
148706                   447                      3                         
148706                   918                      2                         
148995                   536                      0                         
149146                   783                      3                         
149186                   946                      2                         
149305                   896                      0                         
149586                   995                      3                         
149646                   30                       2                         
149651                   154                      2                         
149745                   932                      0                         
149767                   186                      2                         
149999                   163                      3                         
150165                   280                      0                         
150227                   950                      2                         
150333                   315                      3                         
150352                   495                      3                         
150585                   976                      0                         
150687                   994                      2                         
150754                   316                      0                         
150772                   571                      3                         
150928                   663                      3                         
151031                   452                      0                         
151049                   31                       3                         
151125                   238                      2                         
151205                   434                      2                         
151297                   536                      0                         
151389                   355                      3                         
151396                   643                      3                         
151466                   783                      3                         
151485                   930                      2                         
151523                   932                      0                         
151657                   280                      0                         
151704                   976                      0                         
151788                   10                       2                         
151881                   995                      3                         
152208                   150                      2                         
152276                   571                      3                         
152628                   222                      2                         
152853                   334                      2                         
153064                   830                      2                         
153067                   738                      2                         
153210                   946                      2                         
153369                   30                       2                         
153654                   950                      2                         
153931                   994                      2                         
154140                   150                      2                         
154358                   222                      2                         

Simulation statistics per CPU:
CPU 0:
	Number of Tasks served = 250
	Average Delay Time = 52817.108000
	Average Response Time = 44008.388000
	CPU Utilization = 0.982325
	Throughput per ms = 0.006478
	Average Turnaround Time = 53423.632000
	Average Burst Time = 606.524000
	Minimum Burst Time = 0
	Maximum Burst Time = 1036
	Average IAT = 22955.704000
	Minimum IAT = 73
	Maximum IAT = 44997
	Average Queue Length = 6.822018
CPU 1:
	Number of Tasks served = 250
	Average Delay Time = 50557.648000
	Average Response Time = 40978.092000
	CPU Utilization = 0.999378
	Throughput per ms = 0.006478
	Average Turnaround Time = 51140.908000
	Average Burst Time = 583.260000
	Minimum Burst Time = 0
	Maximum Burst Time = 1057
	Average IAT = 22998.956000
	Minimum IAT = 96
	Maximum IAT = 45048
	Average Queue Length = 7.092901
CPU 2:
	Number of Tasks served = 250
	Average Delay Time = 55904.700000
	Average Response Time = 44417.768000
	CPU Utilization = 0.998931
	Throughput per ms = 0.006478
	Average Turnaround Time = 56521.472000
	Average Burst Time = 616.772000
	Minimum Burst Time = 0
	Maximum Burst Time = 1055
	Average IAT = 23042.932000
	Minimum IAT = 165
	Maximum IAT = 45079
	Average Queue Length = 8.632588
CPU 3:
	Number of Tasks served = 250
	Average Delay Time = 56479.852000
	Average Response Time = 44807.268000
	CPU Utilization = 0.998606
	Throughput per ms = 0.006478
	Average Turnaround Time = 57087.812000
	Average Burst Time = 607.960000
	Minimum Burst Time = 0
	Maximum Burst Time = 1065
	Average IAT = 23089.636000
	Minimum IAT = 215
	Maximum IAT = 45168
	Average Queue Length = 9.187707

Overall Simulation Statistics (all CPUs):
	Maximum Tasks in the system = 1000
	Average Delay Time = 53939.827000
	Average Response Time = 43552.879000
	Average CPU Utilization = 0.994810
	Average Throughput per ms = 0.006478
	Average Turnaround Time = 14271.953000
	Average Burst Time = 603.629000
	Minimum Burst Time = 102
	Maximum Burst Time = 1096
	Average IAT = 23021.807000
	Minimum IAT = 73
	Maximum IAT = 45168
	Average Queue Length = 7.933803
	Maximum Queue Length = 174
	Jitter for Real Time Tasks = 294.366000
